country_name	ccode	index	election_id	year	partyname	cmpcode	self_sup	self_supp_t1	self_supp_t2	self_supp_ch_t	self_supp_ch_t1	party_all	party_all_t1	party_all_t2	party_ch_all_voters_t	party_ch_all_voters_t1	abs_party_all_ch	n_pid	toofew	party_sup	party_supp_t1	party_ch_supporters_t	party_ch_supporters_t1	party_ind	party_ind_t1	party_ind_ch	party_ind_ch1	party_oth	party_oth_t1	party_others_ch	party_others_ch1	interpolated_expert	interpolated_expert_t1	interpolated_expert_t2	interpolated_expert_ch1	interpolated_expert_ch2	interpolated_expert_10	interpolated_expert_t1_10	interpolated_expert_t2_10	interpolated_expert_ch1_10	interpolated_expert_ch2_10	abs_interp_expert_ch	emp_posit_t	emp_posit_t1	emp_posit_t2	emp_ch1	emp_ch2	emp_posit_t_10	emp_posit_t1_10	emp_posit_t2_10	emp_ch1_10	emp_ch2_10	abs_epmch	greens	ingovt	vote	anti_eu	extremism_expert	extremism_cmp_lr	cmp_eu_ratio	cmp_eu_ratio_t1	cmp_eu_ratio_t2	cmp_eu_ratio_ch1	cmp_eu_ratio_ch2
"Spain"	33.0	34091	5.0	2009.0	"PP"	33610	7.029	6.058	7.122	0.9709997	-1.0640001	6.311	5.499	6.75	0.8119998	-1.2509999	0.8119998	168.0		7.605	6.703	0.90199995	-1.0110002	6.33976	5.94318	0.39657974	-0.65039015	5.65088	4.93447	0.7164097	-1.51053	5.98	6.075	6.4166665	-0.09499979	-0.3416667	8.47	8.612499	9.125	-0.14249897	-0.51250076	0.09499979	7.627829	13.869863	11.18677	-6.2420335	2.683092	5.843252	6.1241436	6.0034046	-0.28089142	0.12073898	6.2420335	0.0	0.0	42.23	0.0	1.98	4.6028223	1.0	1.0	1.0	0.0	0.0
"Spain"	33.0	34041	4.0	2004.0	"CIU"	33611	5.3	7.429		-2.1289997									1.0													6.385	6.5833335		-0.19833326		9.0775	9.375		-0.29749966		0.19833326	7.681756	9.683099	9.701492	-2.0013428	-0.018393517	5.845679	5.9357395	5.9365673	-0.09006071	-8.277893E-4	2.0013428	0.0	0.0		0.0	2.46	0.25096548	1.0	1.0	0.939759	0.0	0.060240984
"Spain"	33.0	34091	5.0	2009.0	"CIU"	33611	6.068	5.3	7.429	0.76799965	-2.1289997	4.909						16.0	1.0	7.188				4.79655				4.85791				6.145682	6.385	6.5833335	-0.23931837	-0.19833326	8.718523	9.0775	9.375	-0.35897732	-0.29749966	0.23931837	4.7417445	7.681756	9.683099	-2.9400115	-2.0013428	5.7133784	5.845679	5.9357395	-0.13230038	-0.09006071	2.9400115	0.0	0.0		0.0	2.15	9.433962	1.0	1.0	1.0	0.0	0.0
"Greece"	34.0	35041	4.0	2004.0	"KKE"	34210	5.346	5.546		-0.19999981		2.744	3.544		-0.79999995		0.79999995	26.0	1.0	3.269	3.947	-0.678		2.92683	3.5597	-0.63286996		2.60079	3.49495	-0.89416003		1.1800001	1.0		0.18000007		1.2700001	1.0		0.2700001		0.18000007	-11.640212	-15.757576	-11.971831	4.117364	-3.7857447	4.9761906	4.7909093	4.9612675	0.18528128	-0.17035818	4.117364	0.0	0.0	9.5	1.0	2.6399999		-1.0	-0.9402985	-1.0	-0.059701502	0.059701502
"Greece"	34.0	35091	5.0	2009.0	"KKE"	34210	4.967	5.346	5.546	-0.3790002	-0.19999981	3.085	2.744	3.544	0.34100008	-0.79999995	0.34100008	51.0		4.141	3.269	0.87199974	-0.678	3.33459	2.92683	0.4077599	-0.63286996	2.83057	2.60079	0.22977996	-0.89416003	1.0	1.1800001	1.0	-0.18000007	0.18000007	1.0	1.2700001	1.0	-0.2700001	0.2700001	0.18000007	-8.510638	-11.640212	-15.757576	3.1295738	4.117364	5.117021	4.9761906	4.7909093	0.14083052	0.18528128	3.1295738	0.0	0.0	8.35	1.0	3.0						
"Greece"	34.0	35041	4.0	2004.0	"LEFT ALL"	34211	6.818	7.177		-0.3590002		4.4	4.935		-0.53499985		0.53499985	11.0	1.0	7.455	5.706	1.7490001		4.11765	4.76471	-0.6470599		4.4	4.98515	-0.58514977		4.55	5.0		-0.4499998		6.3250003	7.0		-0.6749997		0.4499998	1.6587678	7.6045628		-5.945795		5.5746446	5.8422055		-0.26756096		5.945795	0.0	0.0	4.2	0.0	2.0		0.104477614	-0.2	0.8333333	0.30447763	-1.0333333
"Greece"	34.0	35091	5.0	2009.0	"LEFT ALL"	34211	6.738	6.818	7.177	-0.07999992	-0.3590002	4.585	4.4	4.935	0.18499994	-0.53499985	0.18499994	38.0	1.0	5.855	7.455	-1.5999999	1.7490001	4.726	4.11765	0.6083498	-0.6470599	4.40535	4.4	0.005350113	-0.58514977	2.4113636	4.55	5.0	-2.1386366	-0.4499998	3.1170454	6.3250003	7.0	-3.207955	-0.6749997	2.1386366	-4.524887	1.6587678	7.6045628	-6.183655	-5.945795	5.29638	5.5746446	5.8422055	-0.27826452	-0.26756096	6.183655	0.0	0.0	4.7	0.0	1.5899999						
"Greece"	34.0	35041	4.0	2004.0	"PASOK"	34313	6.644	7.593		-0.9489999		6.784	6.987		-0.20300007		0.20300007	93.0		7.258	7.667	-0.40899992		6.91057	6.85135	0.059220314		6.47959	6.75817	-0.2785802		6.8	7.0		-0.19999981		9.700001	10.0		-0.29999924		0.19999981	16.086956	9.771987	19.123507	6.314969	-9.35152	6.223913	5.939739	6.3605576	0.28417397	-0.42081833	6.314969	0.0	0.0	34.0	0.0	2.8200002		0.9711539	0.9797297	0.8782609	-0.008575797	0.1014688
"Greece"	34.0	35091	5.0	2009.0	"PASOK"	34313	6.243	6.644	7.593	-0.40100002	-0.9489999	6.904	6.784	6.987	0.119999886	-0.20300007	0.119999886	181.0		7.375	7.258	0.1170001	-0.40899992	6.81035	6.91057	-0.1002202	0.059220314	6.72411	6.47959	0.24452019	-0.2785802	6.2631817	6.8	7.0	-0.5368185	-0.19999981	8.894773	9.700001	10.0	-0.80522823	-0.29999924	0.5368185	16.842106	16.086956	9.771987	0.75514984	6.314969	6.257895	6.223913	5.939739	0.0339818	0.28417397	0.75514984	0.0	0.0	36.65	0.0	2.2600002						
"Greece"	34.0	35041	4.0	2004.0	"ND"	34511	6.912	7.425		-0.513		7.283	7.146		0.13700008		0.13700008	155.0		7.858	8.082	-0.22399998		7.125	6.85034	0.2746601		6.77536	6.78195	-0.0065898895		6.61	6.714286		-0.10428572		9.415	9.571428		-0.15642834		0.10428572	12.79269	4.8192773		7.973413		6.075671	5.7168674		0.35880375		7.973413	0.0	1.0	43.0	0.0	2.5500002		0.9775281	0.9848485	1.0	-0.007320404	-0.015151501
"Greece"	34.0	35091	5.0	2009.0	"ND"	34511	6.115	6.912	7.425	-0.7970004	-0.513	6.955	7.283	7.146	-0.32800007	0.13700008	0.32800007	178.0		7.689	7.858	-0.16899967	-0.22399998	6.83615	7.125	-0.28884983	0.2746601	6.66502	6.77536	-0.11034012	-0.0065898895	5.6220455	6.61	6.714286	-0.9879546	-0.10428572	7.9330683	9.415	9.571428	-1.4819317	-0.15642834	0.9879546	11.403509	12.79269	4.8192773	-1.3891811	7.973413	6.013158	6.075671	5.7168674	-0.06251335	0.35880375	1.3891811	0.0	1.0	32.29	0.0	1.6199999						
"Portugal"	35.0	36091	5.0	2009.0	"CDU"	35229	4.981	5.333	4.818	-0.35200024	0.51500034	4.098	3.526	4.387	0.572	-0.86100006	0.572	43.0		5.877	5.32	0.5569997	0.50200033	5.05	3.68345	1.3665502	-1.8220499	3.79358	3.39692	0.3966601	-0.5445001	3.2	3.255	2.6	-0.055000067	0.6550002	4.3	4.3825	3.3999999	-0.08249998	0.9825003	0.055000067	-15.42484	-27.6596		12.234735		4.805882	4.255318		0.5505638		12.234735	0.0	0.0	10.64	1.0	0.79999995	23.883928	-0.6333333	-0.73333335	0.1780822	0.100000024	-0.9114156
"Portugal"	35.0	36041	4.0	2004.0	"PS"	35311	5.9	6.957		-1.0569997		6.206	7.558		-1.3520002		1.3520002	243.0		7.181	8.322	-1.1409993		6.10204	7.25556	-1.1535201		5.52012	7.13287	-1.61275		6.88	7.0		-0.119999886		9.82	10.0		-0.1800003		0.119999886	15.89404	22.380953	16.836735	-6.4869127	5.544218	6.215232	6.507143	6.257653	-0.29191113	0.24948978	6.4869127	0.0	0.0	44.5	0.0	2.8600001	9.897088	0.9398497	1.0	1.0	-0.060150325	0.0
"Portugal"	35.0	36091	5.0	2009.0	"PS"	35311	5.733	5.9	6.957	-0.1670003	-1.0569997	6.076	6.206	7.558	-0.12999964	-1.3520002	0.12999964	154.0		6.686	7.181	-0.49500036	-1.1409993	6.89565	6.10204	0.7936101	-1.1535201	5.66274	5.52012	0.14262009	-1.61275	6.975	6.88	7.0	0.09499979	-0.119999886	9.9625	9.82	10.0	0.14249992	-0.1800003	0.09499979	13.578275	15.89404	22.380953	-2.3157654	-6.4869127	6.1110225	6.215232	6.507143	-0.10420942	-0.29191113	2.3157654	0.0	1.0	26.53	0.0	2.98	10.556465	0.86363643	0.9398497	1.0	-0.07621324	-0.060150325
"Portugal"	35.0	36091	5.0	2009.0	"PSD"	35313	5.751	6.31	6.467	-0.559	-0.15700006	6.397	6.396	7.283	9.999275E-4	-0.8870001	9.999275E-4	163.0		7.162	7.326	-0.16400003	-0.50499964	6.69118	6.31544	0.37574005	-0.7289996	5.99724	5.96825	0.028990269	-1.2185602	6.65	6.515	6.6	0.13500023	-0.08500004	9.475	9.2725	9.4	0.20250034	-0.12749958	0.13500023	16.037735	11.009174	18.881119	5.0285606	-7.8719444	6.2216983	5.995413	6.3496504	0.22628546	-0.35423756	5.0285606	0.0	0.0	31.71	0.0	2.65	2.014756	0.41666666	0.28813562	0.91304344	0.12853104	-0.62490785
"Portugal"	35.0	36091	5.0	2009.0	"CDS-PP"	35314	5.394	5.391	4.563	0.0030002594	0.8279996	5.634	4.594	5.077	1.04	-0.48300028	1.04	30.0	1.0	6.19	6.222	-0.032000065	0.40400028	5.605	4.16547	1.4395299	-2.0030699	5.60192	4.65134	0.9505801	0.019979954	5.45	4.505	4.0	0.9449997	0.5050001	7.6749997	6.2575	5.5	1.4174995	0.7575002	0.9449997	1.5075377	-4.132231	16.836735	5.639769	-20.968966	5.567839	5.3140497	6.257653	0.25378942	-0.9436035	5.639769	0.0	0.0	8.36	0.0	1.4499998						
"Germany"	41.0	42041	4.0	2004.0	"GRUNEN"	41113	6.55	7.455		-0.90499973		6.132	5.553		0.579		0.579	35.0		7.2	7.333	-0.13300037		6.06468	5.50972	0.55496025		6.01905	5.41414	0.6049099		6.09	5.6666665		0.42333364		8.635	8.0		0.6350002		0.42333364	8.280254	10.033822	8.231884	-1.7535677	1.801938	5.8726115	5.951522	5.8704348	-0.07891035	0.08108711	1.7535677	1.0	1.0	11.9	0.0	2.3600001	24.669188	1.0	1.0	1.0	0.0	0.0
"Germany"	41.0	42091	5.0	2009.0	"GRUNEN"	41113	6.667	6.55	7.455	0.116999626	-0.90499973	6.061	6.132	5.553	-0.0710001	0.579	0.0710001	60.0		7.195	7.2	-0.0049996376	-0.13300037	5.88802	6.06468	-0.17666006	0.55496025	6.04037	6.01905	0.021319866	0.6049099	5.955	6.09	5.6666665	-0.13500023	0.42333364	8.4325	8.635	8.0	-0.20250034	0.6350002	0.13500023	6.6449246	8.280254	10.033822	-1.6353297	-1.7535677	5.7990217	5.8726115	5.951522	-0.0735898	-0.07891035	1.6353297	1.0	0.0	12.1	0.0	1.96	12.139037	0.8292683	1.0	1.0	-0.17073172	0.0
"Germany"	41.0	42041	4.0	2004.0	"PDS"	41221	7.625	6.8		0.8249998		4.218	3.649		0.569		0.569	6.0	1.0	6.333	6.368	-0.034999847		4.22857	3.7619	0.46667004		4.14634	3.39702	0.7493198		3.67	3.2		0.47000003		5.005	4.3		0.7049999		0.47000003	5.5846424	9.162099	4.3209877	-3.5774565	4.841111	5.751309	5.9122944	5.6944447	-0.16098547	0.21784973	3.5774565	0.0	0.0	6.1	1.0	0.07000017	29.928741	0.80952376	0.72413796	1.0	0.0853858	-0.27586204
"Germany"	41.0	42091	5.0	2009.0	"PDS"	41221	5.691	7.625	6.8	-1.934	0.8249998	4.045	4.218	3.649	-0.17299986	0.569	0.17299986	33.0	1.0	5.855	6.333	-0.47800016	-0.034999847	4.11167	4.22857	-0.11689997	0.46667004	3.87189	4.14634	-0.27444983	0.7493198	3.2880883	3.67	3.2	-0.38191175	0.47000003	4.4321327	5.005	4.3	-0.5728674	0.7049999	0.38191175	0.2367798	5.5846424	9.162099	-5.3478627	-3.5774565	5.510655	5.751309	5.9122944	-0.24065399	-0.16098547	5.3478627	0.0	0.0	7.5	1.0	0.73	32.235703	0.37500003	0.80952376	0.72413796	-0.43452373	0.0853858
"Germany"	41.0	42041	4.0	2004.0	"SPD"	41320	6.026	6.759		-0.7329998		6.214	6.549		-0.33499956		0.33499956	63.0		6.921	7.226	-0.30499983		6.09756	6.36117	-0.2636099		6.10526	6.48611	-0.38085032		6.0550003	6.2		-0.1449995		8.5825	8.799999		-0.21749878		0.1449995	16.22807	12.5	14.84375	3.7280693	-2.34375	6.230263	6.0625	6.1679688	0.16776323	-0.10546875	3.7280693	0.0	1.0	21.5	0.0	2.1100001	4.619226	0.8545455	1.0	1.0	-0.14545453	0.0
"Germany"	41.0	42091	5.0	2009.0	"SPD"	41320	6.153	6.026	6.759	0.12699986	-0.7329998	6.35	6.214	6.549	0.13599968	-0.33499956	0.13599968	130.0		6.843	6.921	-0.07800007	-0.30499983	6.24393	6.09756	0.14636993	-0.2636099	6.28373	6.10526	0.17847013	-0.38085032	5.9117646	6.0550003	6.2	-0.14323568	-0.1449995	8.367647	8.5825	8.799999	-0.21485329	-0.21749878	0.14323568	10.814815	16.22807	12.5	-5.4132547	3.7280693	5.9866667	6.230263	6.0625	-0.24359655	0.16776323	5.4132547	0.0	1.0	20.8	0.0	1.9099998	2.0431328	0.67999995	0.8545455	1.0	-0.17454553	-0.14545453
"Germany"	41.0	42041	4.0	2004.0	"FDP"	41420	4.722	8.0		-3.2779999		5.55	5.555		-0.0049996376		0.0049996376	17.0	1.0	5.235	6.571	-1.336		5.40933	5.43044	-0.021110058		5.69507	5.67371	0.02135992		6.42	6.733333		-0.31333303		9.13	9.599999		-0.4699993		0.31333303	5.3008595	15.099715	16.89008	-9.798856	-1.7903643	5.7385387	6.179487	6.2600536	-0.4409485	-0.080566406	9.798856	0.0	0.0	6.1	0.0	2.5700002	6.0570073	0.9705882	1.0	0.9583334	-0.029411793	0.041666627
